name;area;employer;salary;experience;monthly_hours
Логист;Южный (Краснодарский край);DPD в России;86000.0;1;168.0
Логист международник;Санкт-Петербург;Примо Колор;120000.0;1;168.0
Логист;Барнаул;Гермес-строй;75000.0;1;168.0
Диспетчер-логист;Бишкек;ОсОО Алидар;;0;168.0
Помощник логиста;Минск;Грузтрансглобал плюс;;0;168.0
Менеджер по логистике;Новороссийск;ТЕМП;100000.0;1;168.0
Логист;Владимир;Сеть магазинов цифровой и бытовой техники DNS;71750.0;0;180.0
Помощник логиста со знанием английского языка;Москва;Русский транспортный комплекс;85000.0;0;168.0
Логист (привлеченный транспорт);Тула;Сотранс, группа компаний;90000.0;1;168.0
Логист;Москва;Центр-Строй;100000.0;1;180.0
Логист-экспедитор;Дудинка (Красноярский край);Upstream Group;200000.0;3;168.0
